resume_index,actual_job_role,rank,recommended_job_role,semantic_similarity
8804,Accountant,4,Investment Banking Analyst,38.98
8804,Accountant,5,QA Engineer,38.46
8805,Redis Developer,1,Cassandra Developer,55.09
8805,Redis Developer,2,Data Scientist,43.52
8805,Redis Developer,3,Hadoop Developer,42.56
8805,Redis Developer,4,Data Warehouse Architect,42.51
8805,Redis Developer,5,Data Engineer,42.09
8806,Patent Attorney,1,Patent Attorney,48.19
8806,Patent Attorney,2,Corporate Lawyer,40.84
8806,Patent Attorney,3,Lawyer,39.88
8806,Patent Attorney,4,Law Clerk,38.41
8806,Patent Attorney,5,IT Field Technician,36.31
8807,Kafka Developer,1,Kafka Developer,48.35
8807,Kafka Developer,2,Systems Administrator,45.87
8807,Kafka Developer,3,Data Engineer,45.03
8807,Kafka Developer,4,Network Engineer,43.66
8807,Kafka Developer,5,Data Scientist,43.53
8808,IT Field Technician,1,IT Field Technician,53.31
8808,IT Field Technician,2,IT Consultant,52.28
8808,IT Field Technician,3,Network Engineer,49.45
8808,IT Field Technician,4,Solutions Engineer,47.74
8808,IT Field Technician,5,Technical Support Specialist,47.03
8809,Conservator,1,Conservation Officer,51.0
8809,Conservator,2,Technical Support Specialist,38.68
8809,Conservator,3,Solutions Engineer,38.22
8809,Conservator,4,Environmental Engineer,37.04
8809,Conservator,5,TypeScript Developer,36.81
8810,Oracle Applications Developer,1,Oracle Applications Developer,63.41
8810,Oracle Applications Developer,2,Redis Developer,53.68
8810,Oracle Applications Developer,3,SAP Developer,51.19
8810,Oracle Applications Developer,4,Software Engineer,48.67
8810,Oracle Applications Developer,5,Oracle DBA,48.65
8811,Art Director,1,Instructional Designer,54.71
8811,Art Director,2,UX Designer,49.2
8811,Art Director,3,Graphic Designer,48.25
8811,Art Director,4,Web Designer,46.77
8811,Art Director,5,Exhibition Designer,45.31
8812,PHP Developer,1,Web Designer,52.73
8812,PHP Developer,2,Joomla Developer,45.42
8812,PHP Developer,3,PHP Developer,43.22
8812,PHP Developer,4,Magento Developer,42.08
8812,PHP Developer,5,Drupal Developer,41.7
8813,Salesforce Developer,1,Salesforce Developer,48.01
8813,Salesforce Developer,2,Learning & Development Manager,46.05
8813,Salesforce Developer,3,Data Engineer,44.55
8813,Salesforce Developer,4,Software Engineer,44.07
8813,Salesforce Developer,5,Oracle Applications Developer,44.02
8814,BI Developer,1,Data Engineer,54.54
8814,BI Developer,2,Business Development Manager,50.67
8814,BI Developer,3,Data Analyst,48.23
8814,BI Developer,4,Data Scientist,47.89
8814,BI Developer,5,BI Developer,47.12
8815,HR Manager,1,HR Manager,52.01
8815,HR Manager,2,HR Operations Manager,50.65
8815,HR Manager,3,HR Consultant,49.85
8815,HR Manager,4,Management Consultant,43.44
8815,HR Manager,5,Executive Assistant,43.2
8816,Tableau Specialist,1,Cassandra Developer,60.7
8816,Tableau Specialist,2,Tableau Specialist,54.43
8816,Tableau Specialist,3,Analytics Engineer,43.86
8816,Tableau Specialist,4,Data Warehouse Architect,41.04
8816,Tableau Specialist,5,Data Engineer,40.06
8817,Warehouse Manager,1,Warehouse Manager,50.04
8817,Warehouse Manager,2,Logistics Manager,46.0
8817,Warehouse Manager,3,Learning & Development Manager,44.85
8817,Warehouse Manager,4,Operations Manager,44.79
8817,Warehouse Manager,5,Safety Engineer,41.74
8818,Accountant,1,Accountant,52.57
8818,Accountant,2,Financial Analyst,42.0
8818,Accountant,3,Quality Assurance Manager,41.71
8818,Accountant,4,Compliance Officer,40.2
8818,Accountant,5,Oracle DBA,39.89
8819,Product Manager,1,Strategy Consultant,46.83
8819,Product Manager,2,Product Marketing Manager,45.91
8819,Product Manager,3,Product Researcher,43.65
8819,Product Manager,4,Business Development Manager,43.21
8819,Product Manager,5,Software Test Engineer,43.01
8820,Chef,1,Chef,46.14
8820,Chef,2,Restaurant Manager,43.01
8820,Chef,3,Head Chef,40.5
8820,Chef,4,Pastry Chef,40.04
8820,Chef,5,Quality Assurance Manager,39.25
8821,Vue Developer,1,Vue Developer,57.83
8821,Vue Developer,2,Web Designer,43.78
8821,Vue Developer,3,DevOps Engineer,41.3
8821,Vue Developer,4,Electronics Engineer,39.89
8821,Vue Developer,5,Backend Developer,39.06
8822,Call Center Manager,1,Marketing Manager,41.58
8822,Call Center Manager,2,Product Marketing Manager,39.74
8822,Call Center Manager,3,Analytics Engineer,39.14
8822,Call Center Manager,4,Customer Success Manager,38.24
8822,Call Center Manager,5,Chief Marketing Officer,38.22
8823,Demand Planner,1,Data Analyst,53.69
8823,Demand Planner,2,Data Engineer,52.21
8823,Demand Planner,3,Academic Data Analyst,51.76
8823,Demand Planner,4,Data Scientist,49.8
8823,Demand Planner,5,Analytics Engineer,48.85
8824,Agricultural Engineer,1,Agricultural Engineer,58.83
8824,Agricultural Engineer,2,Solutions Engineer,50.74
8824,Agricultural Engineer,3,Project Engineer,47.81
8824,Agricultural Engineer,4,Software Engineer,46.6
8824,Agricultural Engineer,5,Environmental Engineer,46.21
8825,IT Help Desk Technician,1,Data Engineer,41.93
8825,IT Help Desk Technician,2,IT Field Technician,40.28
8825,IT Help Desk Technician,3,Software Test Engineer,36.64
8825,IT Help Desk Technician,4,SAS Programmer,36.34
8825,IT Help Desk Technician,5,Compliance Officer,36.02
8826,Business Analyst,1,DevOps Engineer,39.99
8826,Business Analyst,2,Cloud Architect,39.78
8826,Business Analyst,3,Data Engineer,36.45
8826,Business Analyst,4,Analytics Engineer,36.1
8826,Business Analyst,5,Sustainability Consultant,35.81
8827,Sports Agent,1,IT Field Technician,39.06
8827,Sports Agent,2,Network Engineer,37.81
8827,Sports Agent,3,Business Analyst,37.46
8827,Sports Agent,4,Pre-Sales Engineer,36.42
8827,Sports Agent,5,Business Consultant,36.19
8828,Product Manager,1,Strategy Consultant,51.24
8828,Product Manager,2,Business Development Manager,50.77
8828,Product Manager,3,Management Consultant,47.02
8828,Product Manager,4,Business Analyst,45.97
8828,Product Manager,5,Business Consultant,45.3
8829,Training Specialist,1,Instructional Designer,45.73
8829,Training Specialist,2,Learning & Development Manager,43.25
8829,Training Specialist,3,Java Backend Developer,38.3
8829,Training Specialist,4,Software Engineer,36.9
8829,Training Specialist,5,Data Engineer,36.77
8830,Corporate Lawyer,1,Strategy Consultant,42.07
8830,Corporate Lawyer,2,Game Developer,42.06
8830,Corporate Lawyer,3,BI Developer,40.85
8830,Corporate Lawyer,4,Software Architect,39.91
8830,Corporate Lawyer,5,Scrum Master,39.75
8831,Store Manager,1,Strategy Consultant,49.38
8831,Store Manager,2,Sales Manager,48.42
8831,Store Manager,3,Customer Success Manager,47.72
8831,Store Manager,4,Marketing Manager,46.33
8831,Store Manager,5,Retail Manager,45.51
8832,Radiographer,1,Radiographer,57.96
8832,Radiographer,2,Medical Technologist,47.96
8832,Radiographer,3,IT Field Technician,47.11
8832,Radiographer,4,Broadcast Technician,45.06
8832,Radiographer,5,Training Specialist,42.89
8833,Java Backend Developer,1,DevOps Engineer,46.66
8833,Java Backend Developer,2,Agricultural Engineer,45.84
8833,Java Backend Developer,3,Embedded Systems Engineer,44.95
8833,Java Backend Developer,4,Software Engineer,44.11
8833,Java Backend Developer,5,Solutions Engineer,43.33
8834,Warehouse Manager,1,Logistics Manager,62.27
8834,Warehouse Manager,2,Warehouse Manager,56.69
8834,Warehouse Manager,3,Supply Chain Manager,47.15
8834,Warehouse Manager,4,HR Operations Manager,46.0
8834,Warehouse Manager,5,Business Development Manager,44.16
8835,Social Media Manager,1,Content Marketing Manager,57.44
8835,Social Media Manager,2,Marketing Manager,50.09
8835,Social Media Manager,3,Digital Marketing Manager,48.47
8835,Social Media Manager,4,Social Media Manager,47.11
8835,Social Media Manager,5,Product Marketing Manager,47.08
8836,Account Executive,1,Management Consultant,51.65
8836,Account Executive,2,Learning & Development Manager,48.52
8836,Account Executive,3,Product Marketing Manager,48.51
8836,Account Executive,4,Business Development Manager,47.98
8836,Account Executive,5,Software Engineer,47.76
8837,Ship Captain,1,Learning & Development Manager,47.54
8837,Ship Captain,2,Safety Engineer,45.78
8837,Ship Captain,3,Strategy Consultant,42.81
8837,Ship Captain,4,Tableau Specialist,42.51
8837,Ship Captain,5,Ship Captain,42.31
8838,Archivist,1,Archivist,47.92
8838,Archivist,2,Learning & Development Manager,46.2
8838,Archivist,3,Museum Curator,43.63
8838,Archivist,4,Management Consultant,40.86
8838,Archivist,5,Scrum Master,40.81
8839,Safety Engineer,1,Safety Engineer,48.81
8839,Safety Engineer,2,Compliance Officer,44.51
8839,Safety Engineer,3,Learning & Development Manager,41.95
8839,Safety Engineer,4,Security Guard,41.15
8839,Safety Engineer,5,Security Engineer,40.39
8840,Environmental Scientist,1,Environmental Engineer,62.04
8840,Environmental Scientist,2,Sustainability Consultant,54.95
8840,Environmental Scientist,3,Environmental Scientist,52.63
8840,Environmental Scientist,4,Project Engineer,43.09
8840,Environmental Scientist,5,DevOps Engineer,42.78
8841,Database Administrator,1,Data Engineer,51.3
8841,Database Administrator,2,Analytics Engineer,49.62
8841,Database Administrator,3,Cloud Architect,48.58
8841,Database Administrator,4,Security Engineer,48.24
8841,Database Administrator,5,MongoDB Developer,46.79
8842,Drupal Developer,1,Web Designer,52.75
8842,Drupal Developer,2,Drupal Developer,51.25
8842,Drupal Developer,3,Magento Developer,51.06
8842,Drupal Developer,4,Joomla Developer,49.73
8842,Drupal Developer,5,Software Engineer,48.29
8843,Kotlin Developer,1,Shell Script Developer,54.05
8843,Kotlin Developer,2,Software Engineer,52.27
8843,Kotlin Developer,3,Salesforce Developer,48.79
8843,Kotlin Developer,4,Mobile Developer Android,47.51
8843,Kotlin Developer,5,Java Backend Developer,46.88
8844,School Principal,1,Learning & Development Manager,54.3
8844,School Principal,2,Management Consultant,48.16
8844,School Principal,3,Training Manager,44.06
8844,School Principal,4,Business Development Manager,43.26
8844,School Principal,5,Scrum Master,42.06
8845,Judge,1,Legal Secretary,47.19
8845,Judge,2,Law Clerk,46.59
8845,Judge,3,Paralegal,43.42
8845,Judge,4,Lawyer,40.51
8845,Judge,5,Compliance Officer,40.49
8846,Veterinarian,1,Veterinarian,55.66
8846,Veterinarian,2,Veterinary Technician,55.5
8846,Veterinarian,3,Livestock Manager,51.49
8846,Veterinarian,4,Medical Technologist,44.89
8846,Veterinarian,5,Farm Manager,41.17
8847,Conservation Officer,1,Environmental Engineer,55.44
8847,Conservation Officer,2,Security Engineer,48.89
8847,Conservation Officer,3,Software Test Engineer,45.05
8847,Conservation Officer,4,Conservation Officer,44.72
8847,Conservation Officer,5,Safety Engineer,44.18
8848,Project Manager,1,Management Consultant,51.43
8848,Project Manager,2,Project Manager,50.35
8848,Project Manager,3,IT Project Manager,49.26
8848,Project Manager,4,Business Development Manager,48.31
8848,Project Manager,5,Project Engineer,48.0
8849,Nail Technician,1,Nail Technician,52.2
8849,Nail Technician,2,Graphic Designer,44.25
8849,Nail Technician,3,Instructional Designer,43.72
8849,Nail Technician,4,Esthetician,43.43
8849,Nail Technician,5,Massage Therapist,37.73
8850,General Manager,1,Business Development Manager,59.6
8850,General Manager,2,Management Consultant,50.82
8850,General Manager,3,Strategy Consultant,48.54
8850,General Manager,4,Business Consultant,47.51
8850,General Manager,5,Learning & Development Manager,46.96
8851,Security Tester,1,Cybersecurity Analyst,56.51
8851,Security Tester,2,Security Engineer,55.39
8851,Security Tester,3,Security Tester,53.11
8851,Security Tester,4,Cybersecurity Specialist,52.24
8851,Security Tester,5,Software Test Engineer,51.19
8852,HR Operations Manager,1,HR Operations Manager,54.55
8852,HR Operations Manager,2,HR Consultant,52.8
8852,HR Operations Manager,3,HR Manager,50.01
8852,HR Operations Manager,4,Cassandra Developer,46.54
8852,HR Operations Manager,5,Compliance Officer,45.3
8853,Creative Director,1,Learning & Development Manager,51.58
8853,Creative Director,2,Scrum Master,49.81
8853,Creative Director,3,Management Consultant,43.96
8853,Creative Director,4,Strategy Consultant,41.92
8853,Creative Director,5,Business Development Manager,39.93
8854,Wildlife Biologist,1,Wildlife Biologist,57.44
8854,Wildlife Biologist,2,Academic Data Analyst,46.71
8854,Wildlife Biologist,3,Software Engineer,43.45
8854,Wildlife Biologist,4,Veterinary Technician,43.45
8854,Wildlife Biologist,5,Analytics Engineer,43.08
8855,Business Development Manager,1,MongoDB Developer,49.18
8855,Business Development Manager,2,Business Development Manager,48.19
8855,Business Development Manager,3,Business Consultant,47.5
8855,Business Development Manager,4,Management Consultant,44.14
8855,Business Development Manager,5,Strategy Consultant,43.68
8856,Diesel Mechanic,1,Diesel Mechanic,59.8
8856,Diesel Mechanic,2,Safety Engineer,50.82
8856,Diesel Mechanic,3,Automotive Engineer,48.29
8856,Diesel Mechanic,4,QA Engineer,45.76
8856,Diesel Mechanic,5,Solutions Engineer,43.33
8857,Microbiologist,1,Microbiologist,53.88
8857,Microbiologist,2,Medical Technologist,46.32
8857,Microbiologist,3,Laboratory Manager,46.03
8857,Microbiologist,4,Academic Data Analyst,45.78
8857,Microbiologist,5,Software Engineer,44.57
8858,Truck Driver,1,Learning & Development Manager,45.36
8858,Truck Driver,2,Automotive Engineer,41.98
8858,Truck Driver,3,Machine Learning Engineer,39.24
8858,Truck Driver,4,AI/ML Specialist,38.29
8858,Truck Driver,5,Safety Engineer,36.82
8859,Analytics Engineer,1,Data Engineer,48.91
8859,Analytics Engineer,2,Analytics Engineer,48.79
8859,Analytics Engineer,3,Data Scientist,48.04
8859,Analytics Engineer,4,Software Test Engineer,45.53
8859,Analytics Engineer,5,Academic Data Analyst,42.76
8860,Technical Lead,1,Software Architect,49.51
8860,Technical Lead,2,Instructional Designer,48.96
8860,Technical Lead,3,Learning & Development Manager,47.4
8860,Technical Lead,4,Software Engineer,46.49
8860,Technical Lead,5,Web Designer,45.86
8861,IT Help Desk Technician,1,Machine Learning Engineer,35.34
8861,IT Help Desk Technician,2,Learning & Development Manager,35.26
8861,IT Help Desk Technician,3,Data Engineer,35.24
8861,IT Help Desk Technician,4,Data Scientist,34.87
8861,IT Help Desk Technician,5,IoT Engineer,34.21
8862,Social Media Content Creator,1,Social Media Content Creator,43.68
8862,Social Media Content Creator,2,Social Media Manager,40.81
8862,Social Media Content Creator,3,Content Creator,38.96
8862,Social Media Content Creator,4,Content Marketing Manager,37.56
8862,Social Media Content Creator,5,Videographer,35.15
8863,Jupyter Developer,1,Jupyter Developer,51.94
8863,Jupyter Developer,2,Academic Data Analyst,49.88
8863,Jupyter Developer,3,Python Developer,49.75
8863,Jupyter Developer,4,Scala Developer,47.8
8863,Jupyter Developer,5,Data Scientist,47.01
8864,Aerospace Engineer,1,Aerospace Engineer,58.25
8864,Aerospace Engineer,2,Structural Engineer,46.97
8864,Aerospace Engineer,3,Automotive Engineer,46.37
8864,Aerospace Engineer,4,Mechanical Engineer,44.0
8864,Aerospace Engineer,5,Embedded Systems Engineer,43.21
8865,Sales Executive,1,Security Engineer,50.91
8865,Sales Executive,2,Business Development Manager,47.45
8865,Sales Executive,3,Business Consultant,46.56
8865,Sales Executive,4,Management Consultant,46.53
8865,Sales Executive,5,Software Engineer,43.79
8866,AR/VR Developer,1,Software Engineer,47.71
8866,AR/VR Developer,2,Graphic Designer,46.93
8866,AR/VR Developer,3,Game Developer,46.78
8866,AR/VR Developer,4,Project Engineer,46.34
8866,AR/VR Developer,5,Software Architect,45.88
8867,Angular Developer,1,TypeScript Developer,42.65
8867,Angular Developer,2,Security Engineer,42.14
8867,Angular Developer,3,Software Engineer,40.87
8867,Angular Developer,4,Web Designer,40.83
8867,Angular Developer,5,Electronics Engineer,39.78
8868,Training Specialist,1,Instructional Designer,44.16
8868,Training Specialist,2,Software Test Engineer,42.96
8868,Training Specialist,3,Learning & Development Manager,41.82
8868,Training Specialist,4,HR Consultant,38.43
8868,Training Specialist,5,Content Marketing Manager,37.93
8869,Psychiatrist,1,Psychologist,49.4
8869,Psychiatrist,2,Psychiatrist,48.63
8869,Psychiatrist,3,Counselor,38.48
8869,Psychiatrist,4,Occupational Therapist,38.31
8869,Psychiatrist,5,Medical Technologist,37.06
8870,Judge,1,Legal Secretary,42.74
8870,Judge,2,Paralegal,41.98
8870,Judge,3,Law Clerk,38.49
8870,Judge,4,Perl Developer,37.51
8870,Judge,5,Compliance Officer,33.96
8871,Budget Analyst,1,Scrum Master,57.28
8871,Budget Analyst,2,Strategy Consultant,45.01
8871,Budget Analyst,3,Financial Analyst,42.61
8871,Budget Analyst,4,Business Development Manager,41.61
8871,Budget Analyst,5,Software Engineer,41.11
8872,Call Center Manager,1,Learning & Development Manager,48.85
8872,Call Center Manager,2,Management Consultant,47.06
8872,Call Center Manager,3,Business Development Manager,42.95
8872,Call Center Manager,4,Quality Assurance Manager,41.9
8872,Call Center Manager,5,Strategy Consultant,41.33
8873,Line Cook,1,DevOps Engineer,37.94
8873,Line Cook,2,Agricultural Engineer,37.61
8873,Line Cook,3,Chef,37.57
8873,Line Cook,4,Food Scientist,33.33
8873,Line Cook,5,Farm Manager,32.97
8874,Real Estate Broker,1,Scrum Master,54.55
8874,Real Estate Broker,2,Real Estate Broker,46.46
8874,Real Estate Broker,3,Real Estate Agent,44.66
8874,Real Estate Broker,4,Business Development Manager,43.8
